Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[age],Unit[time unit],Characteristics[genotype],Characteristics[disease],Characteristics[organism part],Characteristics[cell type],Characteristics[stimulus],Characteristics[individual],Material Type,Protocol REF,Protocol REF,Protocol REF,Protocol REF,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Protocol REF,Performer,Assay Name,Comment[technical replicate group],Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Factor Value[organism],Factor Value[stimulus],Factor Value[time],Unit[time unit],Term Source REF,Term Accession Number
Mouse_Th2_2h_1,ERS2041639,SAMEA104423697,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),1,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18274_5_19,group 100,sequencing assay,ERX2271488,18274_5_19_r1.fq.gz,18274_5_19_r1.fq.gz,ERR2217659,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217659/ERR2217659_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_1,ERS2041639,SAMEA104423697,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),1,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18274_5_19,group 100,sequencing assay,ERX2271488,18274_5_19_r2.fq.gz,18274_5_19_r2.fq.gz,ERR2217659,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217659/ERR2217659_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_5_20,group 101,sequencing assay,ERX2271489,18270_5_20_r1.fq.gz,18270_5_20_r1.fq.gz,ERR2217660,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217660/ERR2217660_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_5_20,group 101,sequencing assay,ERX2271489,18270_5_20_r2.fq.gz,18270_5_20_r2.fq.gz,ERR2217660,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217660/ERR2217660_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_6_20,group 101,sequencing assay,ERX2271489,18270_6_20_r1.fq.gz,18270_6_20_r1.fq.gz,ERR2217661,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217661/ERR2217661_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_6_20,group 101,sequencing assay,ERX2271489,18270_6_20_r2.fq.gz,18270_6_20_r2.fq.gz,ERR2217661,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217661/ERR2217661_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_7_20,group 101,sequencing assay,ERX2271489,18270_7_20_r1.fq.gz,18270_7_20_r1.fq.gz,ERR2217662,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217662/ERR2217662_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_7_20,group 101,sequencing assay,ERX2271489,18270_7_20_r2.fq.gz,18270_7_20_r2.fq.gz,ERR2217662,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217662/ERR2217662_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_8_20,group 101,sequencing assay,ERX2271489,18270_8_20_r1.fq.gz,18270_8_20_r1.fq.gz,ERR2217663,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217663/ERR2217663_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_8_20,group 101,sequencing assay,ERX2271489,18270_8_20_r2.fq.gz,18270_8_20_r2.fq.gz,ERR2217663,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217663/ERR2217663_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18274_4_20,group 101,sequencing assay,ERX2271489,18274_4_20_r1.fq.gz,18274_4_20_r1.fq.gz,ERR2217664,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217664/ERR2217664_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18274_4_20,group 101,sequencing assay,ERX2271489,18274_4_20_r2.fq.gz,18274_4_20_r2.fq.gz,ERR2217664,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217664/ERR2217664_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18274_5_20,group 101,sequencing assay,ERX2271489,18274_5_20_r1.fq.gz,18274_5_20_r1.fq.gz,ERR2217665,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217665/ERR2217665_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_2,ERS2041640,SAMEA104423698,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18274_5_20,group 101,sequencing assay,ERX2271489,18274_5_20_r2.fq.gz,18274_5_20_r2.fq.gz,ERR2217665,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217665/ERR2217665_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_5_21,group 102,sequencing assay,ERX2271490,18270_5_21_r1.fq.gz,18270_5_21_r1.fq.gz,ERR2217666,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217666/ERR2217666_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_5_21,group 102,sequencing assay,ERX2271490,18270_5_21_r2.fq.gz,18270_5_21_r2.fq.gz,ERR2217666,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217666/ERR2217666_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_6_21,group 102,sequencing assay,ERX2271490,18270_6_21_r1.fq.gz,18270_6_21_r1.fq.gz,ERR2217667,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217667/ERR2217667_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_6_21,group 102,sequencing assay,ERX2271490,18270_6_21_r2.fq.gz,18270_6_21_r2.fq.gz,ERR2217667,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217667/ERR2217667_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_7_21,group 102,sequencing assay,ERX2271490,18270_7_21_r1.fq.gz,18270_7_21_r1.fq.gz,ERR2217668,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217668/ERR2217668_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_7_21,group 102,sequencing assay,ERX2271490,18270_7_21_r2.fq.gz,18270_7_21_r2.fq.gz,ERR2217668,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217668/ERR2217668_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_8_21,group 102,sequencing assay,ERX2271490,18270_8_21_r1.fq.gz,18270_8_21_r1.fq.gz,ERR2217669,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217669/ERR2217669_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_8_21,group 102,sequencing assay,ERX2271490,18270_8_21_r2.fq.gz,18270_8_21_r2.fq.gz,ERR2217669,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217669/ERR2217669_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18274_4_21,group 102,sequencing assay,ERX2271490,18274_4_21_r1.fq.gz,18274_4_21_r1.fq.gz,ERR2217670,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217670/ERR2217670_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18274_4_21,group 102,sequencing assay,ERX2271490,18274_4_21_r2.fq.gz,18274_4_21_r2.fq.gz,ERR2217670,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217670/ERR2217670_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18274_5_21,group 102,sequencing assay,ERX2271490,18274_5_21_r1.fq.gz,18274_5_21_r1.fq.gz,ERR2217671,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217671/ERR2217671_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_2h_3,ERS2041641,SAMEA104423699,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),3,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_2h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18274_5_21,group 102,sequencing assay,ERX2271490,18274_5_21_r2.fq.gz,18274_5_21_r2.fq.gz,ERR2217671,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217671/ERR2217671_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),2,hour,EFO,UO_0000032
Mouse_Th2_48h_1,ERS2041642,SAMEA104423700,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),1,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_48h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_5_49,group 103,sequencing assay,ERX2271491,18270_5_49_r1.fq.gz,18270_5_49_r1.fq.gz,ERR2217672,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217672/ERR2217672_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),48,hour,EFO,UO_0000032
Mouse_Th2_48h_1,ERS2041642,SAMEA104423700,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),1,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_48h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_5_49,group 103,sequencing assay,ERX2271491,18270_5_49_r2.fq.gz,18270_5_49_r2.fq.gz,ERR2217672,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217672/ERR2217672_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),48,hour,EFO,UO_0000032
Mouse_Th2_48h_1,ERS2041642,SAMEA104423700,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),1,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_48h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_6_49,group 103,sequencing assay,ERX2271491,18270_6_49_r1.fq.gz,18270_6_49_r1.fq.gz,ERR2217673,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217673/ERR2217673_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),48,hour,EFO,UO_0000032
Mouse_Th2_48h_1,ERS2041642,SAMEA104423700,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),1,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_48h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_6_49,group 103,sequencing assay,ERX2271491,18270_6_49_r2.fq.gz,18270_6_49_r2.fq.gz,ERR2217673,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217673/ERR2217673_2.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),48,hour,EFO,UO_0000032
Mouse_Th2_48h_1,ERS2041642,SAMEA104423700,Mus musculus,C57BL/6J,6 to 8,week,wild type genotype,normal,spleen,T-helper 2 cell,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),1,cell,P-MTAB-70152,P-MTAB-70156,P-MTAB-70153,P-MTAB-70154,Mouse_Th2_48h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,18270_7_49,group 103,sequencing assay,ERX2271491,18270_7_49_r1.fq.gz,18270_7_49_r1.fq.gz,ERR2217674,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217674/ERR2217674_1.fastq.gz,250,126,Mus musculus,anti-CD28 (5 microgram per milliliter) and interleukin-4 (10 nanogram per milliliter),48,hour,EFO,UO_0000032
